Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
07.12.2023,Mouilleron Salvo M.,0,1,6^5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],6.92
05.12.2023,Villanueva G.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.08
05.12.2023,Villalon N.,0,1,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],6.60
CHALLENGER MEN - SINGLES :  Temuco (Chile),hard,header
29.11.2023,Villanueva G.,0,4,6^5,,,,1,3,66%,65% (28/43),41% (9/22),25% (1/4),23% (11/47),55% (12/22),100% (2/2),5,57% (37/65),33% (23/69),45% (60/134),2,73% (8/11),18% (2/11),45% (10/22),"['1', '0']","['3', '4']",[],[],[],4.74
29.11.2023,Kovacevic A.,2,6,7^7,,,,14,0,68%,77% (36/47),45% (10/22),0% (0/2),35% (15/43),59% (13/22),75% (3/4),8,67% (46/69),43% (28/65),55% (74/134),3,82% (9/11),27% (3/11),55% (12/22),"['1', '1', '6', '4']","['4', '2']",[],[],[],1.17
28.11.2023,Villanueva G.,2,6,6,,,,1,1,78%,63% (24/38),64% (7/11),33% (1/3),52% (17/33),52% (14/27),45% (5/11),9,63% (31/49),52% (31/60),57% (62/109),5,78% (7/9),56% (5/9),67% (12/18),"['2', '1', '4', '3', '6', '3']","['2', '0', '3', '1']",[],[],[],2.61
28.11.2023,Statham J. R.,0,3,3,,,,2,4,55%,48% (16/33),48% (13/27),55% (6/11),37% (14/38),36% (4/11),67% (2/3),5,48% (29/60),37% (18/49),43% (47/109),2,44% (4/9),22% (2/9),33% (6/18),"['3', '3']","['1', '2']",[],[],[],1.46
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay) - Qualification,clay,header
13.11.2023,Villanueva G.,0,5,5,,,,0,5,65%,55% (35/64),43% (15/35),56% (9/16),38% (16/42),60% (21/35),56% (5/9),8,51% (50/99),48% (37/77),49% (87/176),2,42% (5/12),42% (5/12),42% (10/24),"['1', '1', '5', '5']","['1', '1', '4', '4', '5', '5']",[],[],[],2.57
13.11.2023,Rodriguez Taverna S.,2,7,7,,,,3,1,55%,62% (26/42),40% (14/35),44% (4/9),45% (29/64),57% (20/35),44% (7/16),7,52% (40/77),49% (49/99),51% (89/176),3,58% (7/12),58% (7/12),58% (14/24),"['1', '0', '3', '2', '6', '5']","['1', '0', '3', '2', '5', '4', '6', '5']",[],[],[],1.47
CHALLENGER MEN - SINGLES :  Lima 2 (Peru) - Qualification,clay,header
06.11.2023,Villanueva G.,1,3,7^10,4,,,2,2,68%,58% (42/73),65% (22/34),33% (2/6),24% (19/79),55% (22/40),50% (2/4),6,56% (75/134),36% (44/123),46% (119/257),2,67% (10/15),18% (3/17),41% (13/32),"['1', '0']","['3', '3']",[],[],[],3.12
06.11.2023,Luz O.,2,6,6^8,6,,,11,4,66%,76% (60/79),45% (18/40),50% (2/4),42% (31/73),35% (12/34),67% (4/6),10,64% (79/123),44% (59/134),54% (138/257),5,82% (14/17),33% (5/15),59% (19/32),"['2', '2', '4', '2']","['2', '1']","['6', '4']",[],[],1.34
CHALLENGER MEN - SINGLES :  Curitiba (Brazil) - Qualification,clay,header
23.10.2023,Villanueva G.,0,4,2,,,,0,6,53%,59% (20/34),37% (11/30),58% (7/12),25% (7/28),46% (11/24),67% (2/3),6,48% (31/64),35% (18/52),42% (49/116),4,44% (4/9),22% (2/9),33% (6/18),"['2', '1', '4', '1']",[],[],[],[],2.29
23.10.2023,Klier Junior G.,2,6,6,,,,1,2,54%,75% (21/28),54% (13/24),33% (1/3),41% (14/34),63% (19/30),42% (5/12),9,65% (34/52),52% (33/64),58% (67/116),6,78% (7/9),56% (5/9),67% (12/18),"['2', '4', '4', '4', '6', '4']","['3', '1', '6', '2']",[],[],[],1.58
22.10.2023,Villanueva G.,2,6,6,,,,0,0,76%,65% (22/34),55% (6/11),75% (3/4),52% (15/29),80% (16/20),67% (6/9),6,62% (28/45),63% (31/49),63% (59/94),9,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.02
22.10.2023,Santos Gava K. L.,0,2,0,,,,0,2,59%,48% (14/29),20% (4/20),33% (3/9),35% (12/34),45% (5/11),25% (1/4),5,37% (18/49),38% (17/45),37% (35/94),2,14% (1/7),14% (1/7),14% (2/14),"['2', '3']",[],[],[],[],11.50
CHALLENGER MEN - SINGLES :  Santa Fe 2 (Argentina) - Qualification,clay,header
16.10.2023,Villanueva G.,0,1,4,,,,1,4,73%,56% (29/52),37% (7/19),71% (10/14),17% (6/35),54% (13/24),25% (1/4),8,51% (36/71),32% (19/59),42% (55/130),2,50% (4/8),11% (1/9),29% (5/17),[],"['3', '5']",[],[],[],3.00
16.10.2023,Taberner C.,2,6,6,,,,6,3,59%,83% (29/35),46% (11/24),75% (3/4),44% (23/52),63% (12/19),29% (4/14),8,68% (40/59),49% (35/71),58% (75/130),3,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['2', '1', '5', '2']",[],[],[],1.36
15.10.2023,Villanueva G.,2,6,4,6,,,2,2,73%,73% (48/66),38% (9/24),75% (6/8),41% (26/63),45% (14/31),29% (4/14),6,64% (57/89),43% (40/94),53% (97/183),3,86% (12/14),29% (4/14),57% (16/28),"['3', '2', '6', '3']","['4', '4']","['4', '2']",[],[],2.26
15.10.2023,Guillen Meza A.,1,3,6,3,,,1,2,67%,59% (37/63),55% (17/31),71% (10/14),27% (18/66),63% (15/24),25% (2/8),8,57% (54/94),36% (32/89),47% (86/183),3,71% (10/14),14% (2/14),43% (12/28),[],"['2', '1', '5', '4']",[],[],[],1.60
CHALLENGER MEN - SINGLES :  Buenos Aires 2 (Argentina),clay,header
12.10.2023,Villanueva G.,0,6^2,2,,,,1,2,68%,58% (29/50),46% (11/24),43% (3/7),29% (13/45),52% (13/25),25% (2/8),5,54% (40/74),37% (26/70),46% (66/144),2,60% (6/10),20% (2/10),40% (8/20),"['3', '2', '5', '4']",[],[],[],[],3.87
12.10.2023,Agamenone F.,2,7^7,6,,,,7,2,64%,71% (32/45),48% (12/25),75% (6/8),42% (21/50),54% (13/24),57% (4/7),8,63% (44/70),46% (34/74),54% (78/144),5,80% (8/10),40% (4/10),60% (12/20),"['3', '3', '5', '5']","['2', '1', '4', '1']",[],[],[],1.23
10.10.2023,Villanueva G.,2,2,6,6,,,0,4,76%,52% (40/77),54% (13/24),67% (10/15),37% (18/49),76% (25/33),54% (7/13),10,52% (53/101),52% (43/82),52% (96/183),4,58% (7/12),54% (7/13),56% (14/25),"['2', '5']","['1', '0', '3', '0', '5', '2']","['2', '1', '5', '2', '6', '3']",[],[],3.38
10.10.2023,Torres J. B.,1,6,2,3,,,3,3,60%,63% (31/49),24% (8/33),46% (6/13),48% (37/77),46% (11/24),33% (5/15),6,48% (39/82),48% (48/101),48% (87/183),4,46% (6/13),42% (5/12),44% (11/25),"['3', '1', '5', '1', '6', '2']","['2', '4']","['3', '5']",[],[],1.31
CHALLENGER MEN - SINGLES :  Buenos Aires 2 (Argentina) - Qualification,clay,header
09.10.2023,Villanueva G.,2,6,6,,,,0,0,82%,56% (28/50),64% (7/11),56% (5/9),43% (23/53),68% (17/25),43% (6/14),6,57% (35/61),51% (40/78),54% (75/139),5,60% (6/10),67% (6/9),63% (12/19),"['1', '1', '3', '3', '4', '4', '6', '4']","['3', '3', '5', '3']",[],[],[],2.20
09.10.2023,Barrena A.,0,4,3,,,,1,3,68%,57% (30/53),32% (8/25),57% (8/14),44% (22/50),36% (4/11),44% (4/9),6,49% (38/78),43% (26/61),46% (64/139),2,33% (3/9),40% (4/10),37% (7/19),"['1', '0', '3', '2', '4', '3']","['1', '0']",[],[],[],1.63
08.10.2023,Villanueva G.,2,6,6,,,,0,2,66%,77% (27/35),50% (9/18),0% (0/1),57% (24/42),38% (6/16),50% (4/8),6,68% (36/53),52% (30/58),59% (66/111),3,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '1']","['1', '0', '4', '1']",[],[],[],2.29
08.10.2023,Mejia N.,0,4,2,,,,0,1,72%,43% (18/42),63% (10/16),50% (4/8),23% (8/35),50% (9/18),100% (1/1),6,48% (28/58),32% (17/53),41% (45/111),3,56% (5/9),11% (1/9),33% (6/18),"['3', '5']",[],[],[],[],1.58
ITF MEN - SINGLES :  M25 Mendoza (Argentina),clay,header
ITF MEN - SINGLES :  M25 Lujan (Argentina),clay,header
CHALLENGER MEN - SINGLES :  Santa Cruz (Bolivia),clay,header
14.09.2023,Villanueva G.,1,4,6,1,,,1,1,67%,63% (40/64),39% (12/31),58% (7/12),32% (18/57),54% (13/24),50% (3/6),8,55% (52/95),38% (31/81),47% (83/176),5,62% (8/13),23% (3/13),42% (11/26),"['2', '2']","['2', '2', '4', '2']",[],[],[],3.63
14.09.2023,Olivieri G. A.,2,6,3,6,,,1,2,70%,68% (39/57),46% (11/24),50% (3/6),38% (24/64),61% (19/31),42% (5/12),6,62% (50/81),45% (43/95),53% (93/176),3,77% (10/13),38% (5/13),58% (15/26),"['1', '0', '3', '2']","['1', '0']","['2', '0', '5', '1']",[],[],1.26
13.09.2023,Villanueva G.,2,7^7,6,,,,1,2,72%,69% (37/54),57% (12/21),75% (3/4),41% (22/54),47% (9/19),50% (3/6),7,65% (49/75),42% (31/73),54% (80/148),4,90% (9/10),30% (3/10),60% (12/20),"['2', '1']","['4', '2', '6', '2']",[],[],[],1.72
13.09.2023,Pereira J.,0,6^4,2,,,,3,2,74%,59% (32/54),53% (10/19),50% (3/6),31% (17/54),43% (9/21),25% (1/4),6,58% (42/73),35% (26/75),46% (68/148),3,70% (7/10),10% (1/10),40% (8/20),"['4', '4']",[],[],[],[],2.04
CHALLENGER MEN - SINGLES :  Santa Cruz (Bolivia) - Qualification,clay,header
11.09.2023,Villanueva G.,2,6,6,,,,0,3,64%,71% (27/38),52% (11/21),88% (7/8),39% (11/28),65% (20/31),83% (5/6),8,64% (38/59),53% (31/59),58% (69/118),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '1']","['1', '2', '4', '3', '6', '3']",[],[],[],1.19
11.09.2023,Panta J.,0,2,3,,,,2,1,47%,61% (17/28),35% (11/31),17% (1/6),29% (11/38),48% (10/21),13% (1/8),4,47% (28/59),36% (21/59),42% (49/118),2,44% (4/9),13% (1/8),29% (5/17),[],"['2', '0']",[],[],[],4.36
10.09.2023,Villanueva G.,2,6,7^7,,,,0,3,68%,85% (35/41),63% (12/19),0% (0/0),31% (13/42),48% (15/31),25% (1/4),6,78% (47/60),38% (28/73),56% (75/133),3,100% (11/11),10% (1/10),57% (12/21),"['4', '2']",[],[],[],[],1.21
10.09.2023,Arias B.,0,3,6^1,,,,3,4,58%,69% (29/42),52% (16/31),75% (3/4),15% (6/41),37% (7/19),0% (0/0),6,62% (45/73),22% (13/60),44% (58/133),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],4.21
ITF MEN - SINGLES :  M15 Buenos Aires (Argentina),clay,header
01.09.2023,Villanueva G.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.63
01.09.2023,Klier Junior G.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.44
31.08.2023,Villanueva G.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.03
31.08.2023,Leal V.,0,5,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],9.50
29.08.2023,Villanueva G.,2,6,7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.33
29.08.2023,Barreiros Reyes M.,0,4,5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],3.10
CHALLENGER MEN - SINGLES :  Lima (Peru),clay,header
23.08.2023,Villanueva G.,1,6,3,4,,,1,0,61%,60% (26/43),63% (17/27),20% (1/5),37% (21/57),62% (16/26),67% (4/6),12,61% (43/70),45% (37/83),52% (80/153),7,69% (9/13),33% (4/12),52% (13/25),"['2', '0', '4', '0', '6', '0']",[],"['2', '1']",[],[],2.78
23.08.2023,Olivo R.,2,0,6,6,,,2,1,69%,63% (36/57),38% (10/26),33% (2/6),40% (17/43),37% (10/27),80% (4/5),5,55% (46/83),39% (27/70),48% (73/153),3,67% (8/12),31% (4/13),48% (12/25),[],"['3', '2', '6', '3']","['3', '3', '6', '4']",[],[],1.41
22.08.2023,Villanueva G.,2,6,1,7,,,0,2,72%,58% (45/77),40% (12/30),60% (9/15),43% (26/61),60% (18/30),55% (6/11),5,53% (57/107),48% (44/91),51% (101/198),2,57% (8/14),43% (6/14),50% (14/28),"['2', '0', '4', '2', '5', '3']",[],"['2', '0', '3', '3', '7', '5']",[],[],1.64
22.08.2023,Prado Angelo J. C.,1,3,6,5,,,0,2,67%,57% (35/61),40% (12/30),45% (5/11),43% (33/77),60% (18/30),40% (6/15),6,52% (47/91),47% (50/107),49% (97/198),5,57% (8/14),43% (6/14),50% (14/28),"['1', '2', '3', '4']","['2', '0', '4', '0']","['1', '2', '3', '2']",[],[],2.19
ITF MEN - SINGLES :  M25 Trujillo (Peru),clay,header
CHALLENGER MEN - SINGLES :  Cordenons (Italy),clay,header
08.08.2023,Villanueva G.,1,6,3,6^2,,,2,0,71%,71% (44/62),76% (19/25),78% (7/9),24% (13/55),41% (14/34),50% (2/4),7,72% (63/87),30% (27/89),51% (90/176),4,87% (13/15),14% (2/14),52% (15/29),"['4', '2', '6', '2']",[],[],[],[],2.54
08.08.2023,Gomez F. A.,2,2,6,7^7,,,6,3,62%,76% (42/55),59% (20/34),50% (2/4),29% (18/62),24% (6/25),22% (2/9),7,70% (62/89),28% (24/87),49% (86/176),3,86% (12/14),13% (2/15),48% (14/29),[],"['1', '0', '6', '3']",[],[],[],1.48
CHALLENGER MEN - SINGLES :  Cordenons (Italy) - Qualification,clay,header
07.08.2023,Villanueva G.,2,6,6,,,,1,1,70%,69% (24/35),40% (6/15),60% (3/5),45% (13/29),94% (15/16),55% (6/11),6,60% (30/50),62% (28/45),61% (58/95),6,75% (6/8),86% (6/7),80% (12/15),"['2', '0', '4', '2', '6', '2']","['2', '0', '3', '1', '5', '1']",[],[],[],3.37
07.08.2023,Serafini M.,0,2,1,,,,1,1,64%,55% (16/29),6% (1/16),45% (5/11),31% (11/35),60% (9/15),40% (2/5),5,38% (17/45),40% (20/50),39% (37/95),2,14% (1/7),25% (2/8),20% (3/15),"['1', '2']","['1', '2']",[],[],[],1.30
06.08.2023,Villanueva G.,2,6,6,,,,0,1,69%,96% (24/25),73% (8/11),0% (0/0),57% (13/23),46% (12/26),40% (4/10),7,89% (32/36),51% (25/49),67% (57/85),5,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '5', '2']",[],[],[],1.03
06.08.2023,Massacri B.,0,1,2,,,,0,3,47%,43% (10/23),54% (14/26),60% (6/10),4% (1/25),27% (3/11),0% (0/0),3,49% (24/49),11% (4/36),33% (28/85),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],10.30
CHALLENGER MEN - SINGLES :  San Marino (San Marino) - Qualification,clay,header
30.07.2023,Villanueva G.,0,0,1,,,,0,4,40%,42% (5/12),22% (4/18),29% (2/7),31% (8/26),30% (6/20),0% (0/4),3,30% (9/30),30% (14/46),30% (23/76),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],2.06
30.07.2023,Dutra Da Silva D.,2,6,6,,,,6,1,57%,69% (18/26),70% (14/20),100% (4/4),58% (7/12),78% (14/18),71% (5/7),11,70% (32/46),70% (21/30),70% (53/76),11,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],1.70
CHALLENGER MEN - SINGLES :  Verona (Italy) - Qualification,clay,header
24.07.2023,Villanueva G.,1,7^7,4,4,,,2,0,67%,58% (44/76),46% (17/37),45% (5/11),25% (14/56),52% (25/48),33% (4/12),4,54% (61/113),38% (39/104),46% (100/217),3,63% (10/16),25% (4/16),44% (14/32),"['2', '2', '5', '5']","['2', '1']","['1', '0']",[],[],6.66
24.07.2023,Napolitano S.,2,6^5,6,6,,,10,0,54%,75% (42/56),48% (23/48),67% (8/12),42% (32/76),54% (20/37),55% (6/11),9,63% (65/104),46% (52/113),54% (117/217),4,75% (12/16),38% (6/16),56% (18/32),"['2', '1', '5', '4']","['3', '3', '6', '4']","['4', '4', '6', '4']",[],[],1.09
23.07.2023,Villanueva G.,2,7^7,3,6,,,1,2,76%,61% (57/93),63% (19/30),79% (11/14),31% (21/68),54% (22/41),43% (3/7),7,62% (76/123),39% (43/109),51% (119/232),2,80% (12/15),19% (3/16),48% (15/31),"['2', '0', '3', '3']",[],"['6', '4']",[],[],4.18
23.07.2023,Weis A.,1,6^4,6,4,,,7,9,62%,69% (47/68),46% (19/41),57% (4/7),39% (36/93),37% (11/30),21% (3/14),6,61% (66/109),38% (47/123),49% (113/232),3,81% (13/16),20% (3/15),52% (16/31),"['1', '2', '3', '2']","['5', '3']",[],[],[],1.20
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
18.07.2023,Villanueva G.,0,2,6^3,,,,1,0,67%,61% (27/44),55% (12/22),67% (6/9),18% (7/39),33% (6/18),25% (1/4),6,59% (39/66),23% (13/57),42% (52/123),3,70% (7/10),10% (1/10),40% (8/20),[],"['4', '4']",[],[],[],8.30
18.07.2023,Marozsan F.,2,6,7^7,,,,7,0,68%,82% (32/39),67% (12/18),75% (3/4),39% (17/44),45% (10/22),33% (3/9),7,77% (44/57),41% (27/66),58% (71/123),3,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '1']","['1', '0']",[],[],[],1.06
CHALLENGER MEN - SINGLES :  Trieste (Italy) - Qualification,clay,header
17.07.2023,Villanueva G.,1,7^7,2,3,,,3,1,78%,62% (46/74),43% (9/21),38% (3/8),27% (17/62),43% (15/35),67% (2/3),5,58% (55/95),33% (32/97),45% (87/192),2,64% (9/14),13% (2/15),38% (11/29),"['2', '2']",[],"['1', '0']",[],[],7.35
17.07.2023,Napolitano S.,2,6^5,6,6,,,9,2,64%,73% (45/62),57% (20/35),33% (1/3),38% (28/74),57% (12/21),63% (5/8),8,67% (65/97),42% (40/95),55% (105/192),5,87% (13/15),36% (5/14),62% (18/29),"['2', '1']","['2', '0', '6', '2']","['3', '3', '5', '3']",[],[],1.07
16.07.2023,Villanueva G.,2,6,3,6,,,0,3,73%,70% (39/56),43% (9/21),40% (2/5),40% (18/45),54% (14/26),45% (5/11),6,62% (48/77),45% (32/71),54% (80/148),6,77% (10/13),42% (5/12),60% (15/25),"['2', '0']","['3', '4']","['1', '1', '3', '1', '5', '1']",[],[],1.47
16.07.2023,Jecan M. A.,1,3,6,1,,,3,0,63%,60% (27/45),46% (12/26),55% (6/11),30% (17/56),57% (12/21),60% (3/5),10,55% (39/71),38% (29/77),46% (68/148),3,58% (7/12),23% (3/13),40% (10/25),[],"['3', '1', '5', '3']","['1', '0']",[],[],2.57
CHALLENGER MEN - SINGLES :  San Benedetto (Italy) - Qualification,clay,header
09.07.2023,Villanueva G.,0,3,5,,,,0,1,59%,64% (23/36),48% (12/25),50% (3/6),17% (7/42),60% (12/20),50% (1/2),4,57% (35/61),31% (19/62),44% (54/123),2,70% (7/10),9% (1/11),38% (8/21),[],"['5', '5']",[],[],[],1.66
09.07.2023,Castagnola L.,2,6,7,,,,1,3,68%,83% (35/42),40% (8/20),50% (1/2),36% (13/36),52% (13/25),50% (3/6),6,69% (43/62),43% (26/61),56% (69/123),3,91% (10/11),30% (3/10),62% (13/21),"['5', '3']","['2', '1', '6', '5']",[],[],[],2.15
CHALLENGER MEN - SINGLES :  Troyes (France) - Qualification,clay,header
02.07.2023,Villanueva G.,0,0,4,,,,0,2,53%,52% (13/25),36% (8/22),29% (2/7),27% (9/33),48% (10/21),50% (1/2),6,45% (21/47),35% (18/52),39% (39/99),2,38% (3/8),13% (1/8),25% (4/16),[],"['4', '5']",[],[],[],2.39
02.07.2023,Aboian V.,2,6,6,,,,1,1,61%,73% (24/33),52% (11/21),50% (1/2),48% (12/25),64% (14/22),71% (5/7),10,65% (34/52),55% (26/47),61% (60/99),7,88% (7/8),63% (5/8),75% (12/16),"['2', '0', '4', '0', '6', '0']","['4', '2', '6', '4']",[],[],[],1.54
ITF MEN - SINGLES :  M15 Bergamo (Italy),clay,header
27.06.2023,Villanueva G.,0,1,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '3', '3', '3']",[],[],[],1.56
27.06.2023,Pieri S.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '4']",[],[],[],2.31
CHALLENGER MEN - SINGLES :  Parma (Italy) - Qualification,clay,header
18.06.2023,Villanueva G.,0,3,4,,,,1,0,72%,60% (30/50),47% (9/19),57% (4/7),23% (7/31),32% (6/19),0% (0/3),5,57% (39/69),26% (13/50),44% (52/119),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],2.91
18.06.2023,Janvier M.,2,6,6,,,,3,3,62%,77% (24/31),68% (13/19),100% (3/3),40% (20/50),53% (10/19),43% (3/7),7,74% (37/50),43% (30/69),56% (67/119),3,100% (9/9),30% (3/10),63% (12/19),"['2', '1', '6', '3']","['6', '4']",[],[],[],1.38
CHALLENGER MEN - SINGLES :  Perugia (Italy) - Qualification,clay,header
11.06.2023,Villanueva G.,1,6,5,3,,,4,1,64%,77% (47/61),34% (12/35),63% (5/8),18% (10/55),44% (12/27),100% (2/2),5,61% (59/96),27% (22/82),46% (81/178),3,80% (12/15),13% (2/16),45% (14/31),"['2', '1']","['3', '4']",[],[],[],4.55
11.06.2023,Serdarusic N.,2,4,7,6,,,7,1,67%,82% (45/55),56% (15/27),0% (0/2),23% (14/61),66% (23/35),38% (3/8),7,73% (60/82),39% (37/96),54% (97/178),5,88% (14/16),20% (3/15),55% (17/31),[],"['2', '0', '7', '5']","['2', '0']",[],[],1.18
ITF MEN - SINGLES :  M25 Kursumlijska Banja 3 (Serbia),clay,header
ITF MEN - SINGLES :  M25 Kiseljak (Bosnia and Herzegovina),clay,header
CHALLENGER MEN - SINGLES :  Skopje (North Macedonia) - Qualification,clay,header
21.05.2023,Villanueva G.,0,2,2,,,,0,2,67%,45% (14/31),47% (7/15),43% (3/7),16% (4/25),35% (7/20),0% (0/1),5,46% (21/46),24% (11/45),35% (32/91),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],4.44
21.05.2023,Bourgue M.,2,6,6,,,,6,0,56%,84% (21/25),65% (13/20),100% (1/1),55% (17/31),53% (8/15),57% (4/7),11,76% (34/45),54% (25/46),65% (59/91),7,100% (8/8),50% (4/8),75% (12/16),"['4', '2', '6', '2']","['2', '0', '6', '2']",[],[],[],1.18
CHALLENGER MEN - SINGLES :  Coquimbo (Chile),clay,header
01.05.2023,Villanueva G.,0,3,4,,,,0,2,60%,47% (17/36),58% (14/24),64% (7/11),29% (10/34),33% (7/21),67% (2/3),6,52% (31/60),31% (17/55),42% (48/115),2,56% (5/9),20% (2/10),37% (7/19),[],"['1', '1', '3', '3']",[],[],[],3.20
01.05.2023,Dellien Velasco M. A.,2,6,6,,,,3,2,62%,71% (24/34),67% (14/21),33% (1/3),53% (19/36),42% (10/24),36% (4/11),7,69% (38/55),48% (29/60),58% (67/115),3,80% (8/10),44% (4/9),63% (12/19),"['4', '2']","['1', '0', '3', '2', '4', '3']",[],[],[],1.32
CHALLENGER MEN - SINGLES :  Buenos Aires (Argentina),clay,header
28.04.2023,Villanueva G.,0,2,1,,,,0,3,60%,61% (17/28),21% (4/19),38% (3/8),23% (9/40),83% (5/6),0% (0/3),3,45% (21/47),30% (14/46),38% (35/93),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.90
28.04.2023,Collarini A.,2,6,6,,,,0,4,87%,78% (31/40),17% (1/6),100% (3/3),39% (11/28),79% (15/19),63% (5/8),8,70% (32/46),55% (26/47),62% (58/93),7,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '5', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.24
26.04.2023,Villanueva G.,2,7,1,7,,,2,1,69%,63% (50/80),47% (17/36),72% (13/18),32% (18/57),52% (13/25),57% (4/7),8,58% (67/116),38% (31/82),49% (98/198),4,69% (11/16),27% (4/15),48% (15/31),"['5', '5', '7', '5']",[],"['4', '5', '6', '5']",[],[],3.12
26.04.2023,Hardt N.,1,5,6,5,,,3,5,70%,68% (39/57),48% (12/25),43% (3/7),38% (30/80),53% (19/36),28% (5/18),7,62% (51/82),42% (49/116),51% (100/198),5,73% (11/15),31% (5/16),52% (16/31),"['5', '4']","['1', '0', '4', '1', '6', '1']","['5', '3']",[],[],1.34
24.04.2023,Villanueva G.,2,7^8,7^7,,,,2,0,76%,66% (43/65),48% (10/21),60% (3/5),38% (21/56),47% (14/30),40% (2/5),8,62% (53/86),41% (35/86),51% (88/172),3,83% (10/12),17% (2/12),50% (12/24),"['2', '0']","['2', '3']",[],[],[],1.81
24.04.2023,Lama G.,0,6^6,6^2,,,,4,1,65%,63% (35/56),53% (16/30),60% (3/5),34% (22/65),52% (11/21),40% (2/5),12,59% (51/86),38% (33/86),49% (84/172),3,83% (10/12),17% (2/12),50% (12/24),"['3', '4']","['2', '0']",[],[],[],1.92
CHALLENGER MEN - SINGLES :  Florianopolis (Brazil),clay,header
19.04.2023,Villanueva G.,1,3,7^7,2,,,1,1,67%,63% (35/56),46% (13/28),17% (1/6),33% (24/73),38% (10/26),20% (2/10),5,57% (47/83),34% (31/92),45% (78/175),2,64% (9/14),13% (2/15),38% (11/29),[],"['5', '5']","['2', '3']",[],[],1.83
