Time,Rome WTA,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 13:00,Paolini J. (6),,,,,,,1,1.69,2.15
13. 05. 2025 -,Shnaider D. (13),,,,,,,0,,
13. 05. 2025 19:00,Stearns P.,,,,,,,0,2.91,1.41
13. 05. 2025 -,Svitolina E. (16),,,,,,,0,,
Time,Paris WTA,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 10:30,Sawangkaew M.,,,,,,,1,4.51,1.18
13. 05. 2025 -,Uchijima M. (4),,,,,,,2,,
13. 05. 2025 10:30,Lim J.,,,,,,,0,5.97,1.12
13. 05. 2025 -,Siniakova K. (7),,,,,,,0,,
13. 05. 2025 11:00,Paquet C.,,,,,,,1,2.20,1.63
13. 05. 2025 -,Birrell K. (6),,,,,,,0,,
13. 05. 2025 12:00,Gracheva V. (8),,,,,,,0,1.28,3.58
13. 05. 2025 -,Chirico L.,,,,,,,0,,
13. 05. 2025 12:00,Jacquemot E.,,,,,,,2,2.00,1.77
13. 05. 2025 -,Yuan Y.,,,,,,,1,,
13. 05. 2025 12:30,Andreeva E.,,,,,,,0,3.28,1.32
13. 05. 2025 -,Boulter K. (2),,,,,,,0,,
13. 05. 2025 13:30,Ferro F.,,,,,,,0,1.67,2.14
13. 05. 2025 -,Zakharova A.,,,,,,,0,,
13. 05. 2025 14:00,Anisimova A. (1),,,,,,,0,1.20,4.32
13. 05. 2025 -,Starodubtseva Y.,,,,,,,0,,
13. 05. 2025 15:30,Rakhimova K.,,,,,,,0,1.28,3.52
13. 05. 2025 -,Efremova K.,,,,,,,0,,
13. 05. 2025 17:00,Parry D.,,,,,,,1,1.96,1.79
13. 05. 2025 -,Baptiste H.,,,,,,,1,,
Time,Parma,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 10:30,Bondar A.,,,,,,,1,1.40,2.81
13. 05. 2025 -,Parks A. (3),,,,,,,1,,
13. 05. 2025 10:30,Sonmez Z. (7),,,,,,,1,1.76,1.98
13. 05. 2025 -,Teichmann J.,,,,,,,0,,
13. 05. 2025 10:30,Grabher J.,,,,,,,0,1.03,1.03
13. 05. 2025 -,Semenistaja D.,,,,,,,1,,
13. 05. 2025 12:00,Osorio C. (4),,,,,,,1,1.19,4.42
13. 05. 2025 -,Stakusic M.,,,,,,,0,,
13. 05. 2025 12:00,Tig P.,,,,,,,0,1.02,1.03
13. 05. 2025 -,Zarazua R. (6),,,,,,,0,,
13. 05. 2025 12:00,Rosatello C.,,,,,,,1,1.03,1.03
13. 05. 2025 -,Fossa Huergo N.,,,,,,,1,,
13. 05. 2025 13:30,Putintseva Y. (1),,,,,,,1,1.20,4.24
13. 05. 2025 -,Shibahara E.,,,,,,,0,,
13. 05. 2025 13:30,Hon P.,,,,,,,0,2.45,1.50
13. 05. 2025 -,Seidel E.,,,,,,,0,,
13. 05. 2025 13:30,Zhang S.,,,,,,,0,2.22,1.61
13. 05. 2025 -,Wang X. (2),,,,,,,2,,
13. 05. 2025 15:00,Von Deichmann K.,,,,,,,0,3.65,1.26
13. 05. 2025 -,Sherif M. (5),,,,,,,0,,
13. 05. 2025 15:00,Friedsam A.,,,,,,,0,1.02,1.03
13. 05. 2025 -,Arango E.,,,,,,,0,,
Time,UTR Pro Tennis Series 5,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 10:00,Ionescu I.,,,,,,,0,,
13. 05. 2025 -,Borkop S.,,,,,,,0,,
13. 05. 2025 10:00,Spink I.,,,,,,,0,,
13. 05. 2025 -,Costa Araujo T.,,,,,,,0,,
13. 05. 2025 11:30,Jurna E.,,,,,,,0,,
13. 05. 2025 -,Wysoczanska K.,,,,,,,1,,
13. 05. 2025 13:00,Zuchanska A.,,,,,,,0,,
13. 05. 2025 -,Mihaljevic T.,,,,,,,0,,
13. 05. 2025 13:00,Markovic A.,,,,,,,0,4.33,1.20
13. 05. 2025 -,Bandurowska X.,,,,,,,0,,
13. 05. 2025 14:30,Arsic A.,,,,,,,0,,
13. 05. 2025 -,Szymczuch O.,,,,,,,0,,
13. 05. 2025 14:30,Milicevic K.,,,,,,,1,,
13. 05. 2025 -,Gvozdenovic S.,,,,,,,0,,
Time,Monzon ITF,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 --:--,Gonzalez Vilar R.,,,,,,,0,,
13. 05. 2025 -,Peet F.,,,,,,,0,,
13. 05. 2025 --:--,Garcia-Patrï¿½n Canals A.,,,,,,,0,,
13. 05. 2025 -,Llinares Domingo L.,,,,,,,0,,
13. 05. 2025 10:00,Anson Sanchez C.,,,,,,,0,,
13. 05. 2025 -,Giessler E.,,,,,,,0,,
13. 05. 2025 10:00,Martinez Vaquero M.,,,,,,,0,,
13. 05. 2025 -,Karunaratne A.,,,,,,,0,,
13. 05. 2025 11:00,Rey Garcia A.,,,,,,,0,1.79,1.90
13. 05. 2025 -,Vlasselaer C. (2),,,,,,,0,,
13. 05. 2025 11:30,Losciale V.,,,,,,,0,,
13. 05. 2025 -,Teixido Garcia M.,,,,,,,0,,
13. 05. 2025 11:30,Simunyu C.,,,,,,,0,,
13. 05. 2025 -,Sawant M.,,,,,,,0,,
13. 05. 2025 13:00,Villet M. (8),,,,,,,0,2.49,1.50
13. 05. 2025 -,Mi T.,,,,,,,0,,
13. 05. 2025 13:00,Cruz M.,,,,,,,0,,
13. 05. 2025 -,Gillan A. (6),,,,,,,0,,
13. 05. 2025 14:30,Cervino Ruiz C. (4),,,,,,,0,,
13. 05. 2025 -,Ekshibarova V.,,,,,,,0,,
13. 05. 2025 14:30,Cherny I.,,,,,,,0,,
13. 05. 2025 -,Lopez C.,,,,,,,0,,
13. 05. 2025 14:30,Moccia C.,,,,,,,0,,
13. 05. 2025 -,Liu M.,,,,,,,0,,
13. 05. 2025 18:00,Palazon A.,,,,,,,0,11.33,1.02
13. 05. 2025 -,Stoiber R. (5),,,,,,,0,,
Time,UTR Pro Match Series,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 20:00,Ackman A.,,,,,,,0,,
13. 05. 2025 -,Deford E.,,,,,,,0,,
13. 05. 2025 20:00,Chica D.,,,,,,,0,,
13. 05. 2025 -,Starastsenka K.,,,,,,,0,,
13. 05. 2025 20:00,Chica D.,,,,,,,0,,
13. 05. 2025 -,Fenton J.,,,,,,,0,,
13. 05. 2025 20:00,Reami A.,,,,,,,0,,
13. 05. 2025 -,Starastsenka K.,,,,,,,0,,
13. 05. 2025 20:00,Reami A.,,,,,,,0,,
13. 05. 2025 -,Saffar Y.,,,,,,,0,,
13. 05. 2025 20:00,Lindgren G.,,,,,,,0,,
13. 05. 2025 -,Deford E.,,,,,,,0,,
13. 05. 2025 20:00,Lindgren G.,,,,,,,0,,
13. 05. 2025 -,Ackman A.,,,,,,,0,,
13. 05. 2025 20:00,Jaramillo S.,,,,,,,0,,
13. 05. 2025 -,Deford E.,,,,,,,0,,
13. 05. 2025 20:00,Saffar Y.,,,,,,,0,,
13. 05. 2025 -,Fenton J.,,,,,,,0,,
13. 05. 2025 20:00,Saffar Y.,,,,,,,0,,
13. 05. 2025 -,Starastsenka K.,,,,,,,0,,
13. 05. 2025 20:00,Jaramillo S.,,,,,,,0,,
13. 05. 2025 -,Lombardi J.,,,,,,,0,,
13. 05. 2025 20:00,Ackman A.,,,,,,,0,,
13. 05. 2025 -,Lombardi J.,,,,,,,0,,
13. 05. 2025 20:00,Saroli F.,,,,,,,0,,
13. 05. 2025 -,Sasnouskaya T.,,,,,,,0,,
13. 05. 2025 20:00,Clemons A.,,,,,,,0,,
13. 05. 2025 -,Sasnouskaya T.,,,,,,,0,,
Time,UTR Pro Tennis Series,S,1,2,3,4,5,H2H,H,A,header
13. 05. 2025 02:00,Carbis J.,,,,,,,0,,
13. 05. 2025 -,Sycamore A.,,,,,,,0,,
13. 05. 2025 02:00,Carbis J.,,,,,,,0,5.12,1.12
13. 05. 2025 -,Cvijanovic J.,,,,,,,3,,
13. 05. 2025 03:10,Mcphee K.,,,,,,,1,1.02,8.50
13. 05. 2025 -,Korhonen C.,,,,,,,0,,
13. 05. 2025 03:10,Situe S.,,,,,,,0,2.31,1.51
13. 05. 2025 -,Zylberman A.,,,,,,,0,,
13. 05. 2025 05:00,Arnautovic L.,,,,,,,0,1.05,6.83
13. 05. 2025 -,Kim E.,,,,,,,0,,
